pmid,start,end,set,mention,concept
8723064,329,350,dev,prader-willi syndrome,prader-willi syndrome
8723064,352,355,dev,"prader-willi syndrome
",prader-willi syndrome
8723064,392,395,dev,"prader-willi syndrome
",prader-willi syndrome
8723064,673,676,dev,"prader-willi syndrome
",prader-willi syndrome
8723064,742,745,dev,"prader-willi syndrome
",prader-willi syndrome
8733131,18,50,dev,von hippel-lindau disease tumour,von hippel-lindau disease
8733131,99,130,dev,von hippel-lindau disease,von hippel-lindau disease
8733131,251,254,dev,von hippel-lindau,von hippel-lindau disease
8733131,303,352,dev,"retinal, cerebellar and spinal haemangioblastomas",retinoblastoma|hemangioblastoma
8733131,354,374,dev,renal cell carcinoma,"carcinoma, renal cell"
8733131,379,396,dev,phaeochromocytoma,pheochromocytoma
8733131,439,442,dev,von hippel-lindau,von hippel-lindau disease
8733131,463,492,dev,sporadic renal cell carcinoma,"carcinoma, renal cell"
8733131,497,514,dev,haemangioblastoma,hemangioblastoma
8733131,614,617,dev,von hippel-lindau,von hippel-lindau disease
8733131,764,767,dev,von hippel-lindau,von hippel-lindau disease
8733131,880,883,dev,von hippel-lindau,von hippel-lindau disease
8733131,1033,1036,dev,von hippel-lindau,von hippel-lindau disease
8733131,1112,1115,dev,von hippel-lindau,von hippel-lindau disease
8733131,1203,1206,dev,von hippel-lindau,von hippel-lindau disease
8733131,1408,1411,dev,von hippel-lindau,von hippel-lindau disease
8733131,1520,1523,dev,von hippel-lindau,von hippel-lindau disease
8733131,1620,1623,dev,von hippel-lindau,von hippel-lindau disease
8733131,1698,1701,dev,von hippel-lindau,von hippel-lindau disease
8733131,1798,1801,dev,von hippel-lindau,von hippel-lindau disease
8751855,25,49,dev,hereditary breast cancer,hereditary breast and ovarian cancer syndrome
8751855,107,120,dev,breast cancer,breast neoplasms
8751855,259,283,dev,hereditary breast cancer,hereditary breast and ovarian cancer syndrome
8751855,401,425,dev,hereditary breast cancer,hereditary breast and ovarian cancer syndrome
8751855,484,509,dev,hereditary breast cancers,hereditary breast and ovarian cancer syndrome
8751855,586,621,dev,hereditary breast or ovarian cancer,hereditary breast and ovarian cancer syndrome
8751855,688,701,dev,breast cancer,breast neoplasms
8751855,786,810,dev,breast or ovarian cancer,breast neoplasms|ovarian neoplasms
8751855,972,989,dev,hereditary cancer,"neoplastic syndromes, hereditary"
8751855,1410,1434,dev,hereditary breast cancer,hereditary breast and ovarian cancer syndrome
8751855,1568,1592,dev,hereditary breast cancer,hereditary breast and ovarian cancer syndrome
8755645,78,102,dev,inherited human disorder,"genetic diseases, inborn"
8755645,104,120,dev,fish-eye disease,lecithin acyltransferase deficiency
8755645,453,469,dev,fish-eye disease,lecithin acyltransferase deficiency
8755645,471,474,dev,fish-eye disease,lecithin acyltransferase deficiency
8755645,737,740,dev,fish-eye disease,lecithin acyltransferase deficiency
8755645,1168,1171,dev,fish-eye disease,lecithin acyltransferase deficiency
8755918,48,69,dev,ataxia-telangiectasia,ataxia telangiectasia
8755918,107,128,dev,ataxia-telangiectasia,ataxia telangiectasia
8755918,130,133,dev,a-t,ataxia telangiectasia
8755918,261,264,dev,a-t,ataxia telangiectasia
8755918,476,479,dev,a-t,ataxia telangiectasia
8755918,824,841,dev,cerebellar ataxia,cerebellar ataxia
8755918,1004,1007,dev,a-t,ataxia telangiectasia
8755918,1095,1098,dev,a-t,ataxia telangiectasia
8758207,75,110,dev,non-papillary renal cell carcinomas,"carcinoma, renal cell"
8758207,147,150,dev,von hippel-lindau,von hippel-lindau disease
8758207,178,208,dev,sporadic renal cell carcinomas,"carcinoma, renal cell"
8758207,223,256,dev,parenchymal tumours of the kidney,kidney diseases
8758207,300,303,dev,von hippel-lindau,von hippel-lindau disease
8758207,450,485,dev,non-papillary renal cell carcinomas,"carcinoma, renal cell"
8758207,520,541,dev,renal cell carcinomas,"carcinoma, renal cell"
8758207,559,594,dev,non-papillary renal cell carcinomas,"carcinoma, renal cell"
8758207,725,746,dev,renal cell carcinomas,"carcinoma, renal cell"
8758207,764,792,dev,papillary renal cell tumours,"carcinoma, renal cell"
8758207,801,818,dev,renal oncocytomas,"oncocytoma, renal"
8758207,941,944,dev,von hippel-lindau,von hippel-lindau disease
8758207,965,972,dev,tumours,neoplasms
8758207,1051,1054,dev,von hippel-lindau,von hippel-lindau disease
8758207,1110,1144,dev,non-papillary renal cell carcinoma,"carcinoma, renal cell"
8776595,4,37,dev,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
8776595,687,720,dev,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
8776595,722,726,dev,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
8776595,870,874,dev,emery-dreifuss muscular dystrophy,"muscular dystrophy, emery-dreifuss"
8782829,20,38,dev,endometrial cancer,endometrial neoplasms
8782829,111,118,dev,tumours,neoplasms
8782829,190,216,dev,microsatellite instability,microsatellite instability
8782829,287,328,dev,hereditary nonpolyposis colorectal cancer,"colorectal neoplasms, hereditary nonpolyposis"
8782829,330,335,dev,hereditary nonpolyposis colorectal neoplasms,"colorectal neoplasms, hereditary nonpolyposis"
8782829,352,368,dev,sporadic tumours,neoplasms
8782829,639,661,dev,endometrial carcinomas,endometrial neoplasms
8782829,857,878,dev,endometrial carcinoma,endometrial neoplasms
8782829,889,910,dev,endometrial carcinoma,endometrial neoplasms
8782829,1601,1608,dev,tumours,neoplasms
8786135,34,55,dev,ataxia-telangiectasia,ataxia telangiectasia
8786135,132,153,dev,ataxia-telangiectasia,ataxia telangiectasia
8786135,155,157,dev,ataxia telangiectasia,ataxia telangiectasia
8786135,578,580,dev,ataxia telangiectasia,ataxia telangiectasia
8789439,20,34,dev,norrie disease,norrie disease
8789439,36,38,dev,norrie disease,norrie disease
8789439,69,71,dev,norrie disease,norrie disease
8789439,159,173,dev,norrie disease,norrie disease
8789439,175,177,dev,norrie disease,norrie disease
8789439,231,233,dev,norrie disease,norrie disease
8789439,275,277,dev,norrie disease,norrie disease
8789439,585,587,dev,norrie disease,norrie disease
8789439,982,984,dev,norrie disease,norrie disease
8789439,1101,1141,dev,x-linked recessive neurological disorder,"heredodegenerative disorders, nervous system"
8790412,39,64,dev,alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
8790412,100,135,dev,pediatric alveolar rhabdomyosarcoma,"rhabdomyosarcoma, alveolar"
8808605,154,171,dev,enzyme deficiency,"metabolism, inborn errors"
8808605,376,427,dev,glucose-6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
8808605,572,611,dev,chronic nonspherocytic hemolytic anemia,"anemia, hemolytic, congenital nonspherocytic"
8808605,677,692,dev,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
8808605,1368,1383,dev,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
8808606,81,99,dev,myotonic dystrophy,myotonic dystrophy
8808606,128,146,dev,myotonic dystrophy,myotonic dystrophy
8808606,148,150,dev,myotonic dystrophy,myotonic dystrophy
8808606,266,268,dev,myotonic dystrophy,myotonic dystrophy
8808606,441,443,dev,myotonic dystrophy,myotonic dystrophy
8808606,755,757,dev,myotonic dystrophy,myotonic dystrophy
8808606,1244,1262,dev,myotonic dystrophy,myotonic dystrophy
8812423,51,58,dev,lipomas,lipoma
8812423,142,149,dev,lipomas,lipoma
8812423,708,714,dev,lipoma,lipoma
8812423,793,799,dev,lipoma,lipoma
8812423,1835,1841,dev,lipoma,lipoma
8812423,1857,1872,dev,primary lipomas,lipoma
8824873,119,137,dev,huntington disease,huntington disease
8824873,174,192,dev,huntington disease,huntington disease
8824873,194,196,dev,huntington disease,huntington disease
8824873,240,242,dev,huntington disease,huntington disease
8824873,322,324,dev,huntington disease,huntington disease
8824873,392,394,dev,huntington disease,huntington disease
8824873,451,475,dev,behavioral abnormalities,mental disorders
8824873,641,643,dev,huntington disease,huntington disease
8824873,883,885,dev,huntington disease,huntington disease
8824873,940,942,dev,huntington disease,huntington disease
8824873,1163,1165,dev,huntington disease,huntington disease
8825052,31,48,dev,sporadic aniridia,aniridia
8825052,110,137,dev,bilateral sporadic aniridia,aniridia
8825052,395,403,dev,aniridia,aniridia
8825052,570,578,dev,aniridia,aniridia
8825052,744,752,dev,aniridia,aniridia
8825052,810,827,dev,familial aniridia,aniridia
8825052,878,902,dev,chromosome abnormalities,chromosome aberrations
8825599,21,65,dev,glucose-6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
8825599,110,125,dev,glucose 6-phosphate dehydrogenase deficiency,glucosephosphate dehydrogenase deficiency
8828602,17,32,dev,phenylketonuria,phenylketonurias
8828602,44,59,dev,phenylketonuria,phenylketonurias
8828602,61,64,dev,phenylketonuria,phenylketonurias
8828602,72,100,dev,autosomal recessive disorder,"genetic diseases, inborn"
8828602,113,160,dev,deficiency of hepatic phenylalanine hydroxylase,phenylketonurias
8828602,217,220,dev,phenylketonuria,phenylketonurias
8828602,471,484,dev,phenylalanine hydroxylase-deficient,phenylketonurias
8828602,735,748,dev,phenylalanine hydroxylase-deficient,phenylketonurias
8828602,1017,1020,dev,phenylketonuria,phenylketonurias
8833159,252,288,dev,benign familial neonatal convulsions,"epilepsy, benign neonatal"
8833159,290,340,dev,autosomal dominant nocturnal frontal lobe epilepsy,"epilepsy, frontal lobe"
8833159,461,511,dev,autosomal dominant nocturnal frontal lobe epilepsy,"epilepsy, frontal lobe"
8833159,1016,1037,dev,idiopathic epilepsies,epilepsy
8841191,136,159,dev,inherited breast cancer,breast neoplasms
8841191,232,245,dev,breast cancer,breast neoplasms
8841191,318,340,dev,familial breast cancer,breast neoplasms
8841191,352,383,dev,inherited breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
8841191,451,474,dev,inherited breast cancer,breast neoplasms
8841191,971,984,dev,breast cancer,breast neoplasms
8841191,1035,1053,dev,male breast cancer,"breast neoplasms, male"
8841191,1237,1250,dev,breast cancer,breast neoplasms
8841191,1734,1758,dev,hereditary breast cancer,breast neoplasms
8843193,104,125,dev,ataxia-telangiectasia,ataxia telangiectasia
8843193,127,129,dev,ataxia telangiectasia,ataxia telangiectasia
8843193,343,345,dev,ataxia telangiectasia,ataxia telangiectasia
8843193,1113,1119,dev,cancer,neoplasms
8843193,1128,1130,dev,ataxia telangiectasia,ataxia telangiectasia
8843194,36,54,dev,growth retardation,growth disorders
8843194,56,96,dev,chromosomal fragmentation during meiosis,"micronuclei, chromosome-defective"
8843194,98,112,dev,immune defects,immune system diseases
8843194,118,133,dev,thymic lymphoma,thymus neoplasms
8843194,164,187,dev,inherited human disease,"genetic diseases, inborn"
8843194,188,209,dev,ataxia-telangiectasia,ataxia telangiectasia
8843194,568,589,dev,ataxia-telangiectasia,ataxia telangiectasia
8843194,675,686,dev,infertility,infertility
8843194,884,898,dev,immune defects,immune system diseases
8843194,1207,1231,dev,behavioral abnormalities,mental disorders
8843194,1277,1293,dev,thymic lymphomas,lymphoma
8843194,1523,1528,dev,tumor,neoplasms
8845838,1346,1362,dev,vlcad deficiency,vlcad deficiency
8845838,1471,1487,dev,vlcad deficiency,vlcad deficiency
8871666,19,62,dev,combined subtotal deficiencies of c6 and c7,complement component 6 deficiency|complement component 7 deficiency
8871666,104,126,dev,c6 and c7 deficiencies,complement component 6 deficiency|complement component 7 deficiency
8871666,128,169,dev,combined subtotal deficiency of c6 and c7,complement component 6 deficiency|complement component 7 deficiency
8871666,965,984,dev,c6 or c7 deficiency,complement component 6 deficiency|complement component 7 deficiency
8871666,1047,1059,dev,c6-deficient,complement component 6 deficiency
8892662,23,47,dev,complement c7 deficiency,complement component 7 deficiency
8892662,49,73,dev,complement c7 deficiency,complement component 7 deficiency
8892662,75,78,dev,c7d,complement component 7 deficiency
8892662,120,140,dev,bacterial infections,bacterial infections
8892662,153,163,dev,meningitis,meningitis
8892662,174,196,dev,neisseria meningitidis,meningococcal infections
8892662,244,247,dev,c7d,complement component 7 deficiency
8892662,1030,1033,dev,c7d,complement component 7 deficiency
8892662,1091,1094,dev,c7d,complement component 7 deficiency
8892662,1135,1172,dev,deficiencies of complement components,immunologic deficiency syndromes
8894695,0,19,dev,hypoxanthine-guanine phosphoribosyltransferase-adenine phosphoribosyltransferase-deficient,lesch-nyhan syndrome|adenine phosphoribosyltransferase
8894695,45,65,dev,lesch-nyhan syndrome,lesch-nyhan syndrome
8894695,67,141,dev,complete hypoxanthine-guanine phosphoribosyl-transferase (hypoxanthine-guanine phosphoribosyltransferase) deficiency,lesch-nyhan syndrome
8894695,167,187,dev,lesch-nyhan syndrome,lesch-nyhan syndrome
8894695,273,287,dev,hypoxanthine-guanine phosphoribosyltransferase-deficient,lesch-nyhan syndrome
8894695,396,416,dev,lesch-nyhan syndrome,lesch-nyhan syndrome
8894695,499,513,dev,hypoxanthine-guanine phosphoribosyltransferase-deficient,lesch-nyhan syndrome
8894695,552,570,dev,deficiency of adenine phosphoribosyltransferase,adenine phosphoribosyltransferase
8894695,591,606,dev,hypoxanthine-guanine phosphoribosyltransferase-deficiency,lesch-nyhan syndrome
8894695,747,766,dev,hypoxanthine-guanine phosphoribosyltransferase-adenine phosphoribosyltransferase-deficient,lesch-nyhan syndrome|adenine phosphoribosyltransferase
8894695,921,936,dev,adenine phosphoribosyltransferase deficiency,adenine phosphoribosyltransferase
8894695,1019,1038,dev,adenine phosphoribosyltransferase-hypoxanthine-guanine phosphoribosyltransferase-deficient,lesch-nyhan syndrome|adenine phosphoribosyltransferase
8894695,1146,1170,dev,behavioral abnormalities,mental disorders
8894695,1191,1211,dev,lesch-nyhan syndrome,lesch-nyhan syndrome
8898652,46,64,dev,colorectal cancers,colorectal neoplasms
8898652,164,182,dev,colorectal cancers,colorectal neoplasms
8898652,382,400,dev,pancreatic cancers,pancreatic neoplasms
8898652,479,497,dev,colorectal cancers,colorectal neoplasms
8898652,603,620,dev,colorectal cancer,colorectal neoplasms
8898652,908,915,dev,cancers,neoplasms
8898652,1019,1037,dev,colorectal cancers,colorectal neoplasms
8898652,1098,1116,dev,colorectal cancers,colorectal neoplasms
8917548,23,44,dev,ataxia-telangiectasia,ataxia telangiectasia
8917548,105,126,dev,ataxia-telangiectasia,ataxia telangiectasia
8917548,351,359,dev,thymomas,thymoma
8917548,638,659,dev,ataxia-telangiectasia,ataxia telangiectasia
8929264,33,50,dev,colorectal cancer,colorectal neoplasms
8929264,136,162,dev,stage ii colorectal cancer,colorectal neoplasms
8929264,269,286,dev,colorectal cancer,colorectal neoplasms
8929264,370,375,dev,tumor,neoplasms
8929264,408,428,dev,colorectal carcinoma,colorectal neoplasms
8929264,569,607,dev,stage ii and iii colorectal carcinomas,colorectal neoplasms
8929264,698,703,dev,tumor,neoplasms
8929264,720,725,dev,tumor,neoplasms
8929264,864,908,dev,stage ii and stage iii colorectal carcinomas,colorectal neoplasms
8929264,950,956,dev,tumors,neoplasms
8929264,1044,1063,dev,deleted in colorectal cancer-negative tumors,neoplasms
8929264,1132,1149,dev,stage iii disease,neoplasms
8929264,1288,1327,dev,stage ii or stage iii colorectal cancer,colorectal neoplasms
8929264,1332,1362,dev,stage ii colorectal carcinomas,colorectal neoplasms
8929264,1447,1464,dev,stage iii cancers,neoplasms
8929413,15,37,dev,anxiety-related traits,anxiety disorders
8929413,208,215,dev,anxiety,anxiety disorders
8929413,842,876,dev,anxiety-related personality traits,anxiety disorders
8931695,41,64,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,69,90,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,109,130,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,200,217,dev,chondrodysplasias,osteochondrodysplasias
8931695,267,288,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,290,293,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,296,319,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,321,324,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,331,354,dev,achondrogenesis type 1b,achondrogenesis type 1b
8931695,356,361,dev,achondrogenesis type 1b,achondrogenesis type 1b
8931695,407,430,dev,diastrophic dysplasia sulfate-transporter chondrodysplasias,diastrophic dysplasia
8931695,537,541,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,552,555,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,597,600,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,601,604,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,864,867,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,872,875,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,876,879,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,1283,1286,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,1661,1664,dev,atelosteogenesis type 2,atelosteogenesis type 2
8931695,1668,1671,dev,diastrophic dysplasia,diastrophic dysplasia
8931695,1775,1780,dev,achondrogenesis type 1b,achondrogenesis type 1b
8931701,111,135,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,141,165,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,167,170,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,176,209,dev,x-linked immunodeficiency disease,"immunologic deficiency syndromes|genetic diseases, x-linked"
8931701,268,271,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,443,446,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,608,611,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,662,665,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,1291,1316,dev,isolated thrombocytopenia,thrombocytopenia
8931701,1381,1384,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931701,1672,1675,dev,wiskott-aldrich syndrome,wiskott-aldrich syndrome
8931709,37,40,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,120,146,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,148,178,dev,familial adenomatous polyposis,adenomatous polyposis coli
8931709,180,183,dev,familial adenomatous polyposis,adenomatous polyposis coli
8931709,219,236,dev,colorectal cancer,colorectal neoplasms
8931709,282,300,dev,adenomatous polyps,adenomatous polyps
8931709,367,393,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,395,398,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,439,442,dev,familial adenomatous polyposis,adenomatous polyposis coli
8931709,470,473,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,552,589,dev,attenuated adenomatous polyposis coli,attenuated familial adenomatous polyposis
8931709,591,595,dev,attenuated adenomatous polyposis coli,attenuated familial adenomatous polyposis
8931709,725,729,dev,attenuated adenomatous polyposis coli,attenuated familial adenomatous polyposis
8931709,1007,1010,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,1098,1101,dev,adenomatous polyposis coli,adenomatous polyposis coli
8931709,1225,1229,dev,attenuated adenomatous polyposis coli,attenuated familial adenomatous polyposis
8938427,164,185,dev,breast-ovarian cancer,hereditary breast and ovarian cancer syndrome
8938427,254,260,dev,tumors,neoplasms
8938427,316,321,dev,tumor,neoplasms
8938427,428,434,dev,tumors,neoplasms
8944023,92,128,dev,hereditary breast and ovarian cancer,hereditary breast and ovarian cancer syndrome
8944023,714,727,dev,breast cancer,breast neoplasms
8944023,795,801,dev,tumour,neoplasms
8944024,509,545,dev,hereditary breast and ovarian cancer,hereditary breast and ovarian cancer syndrome
8954016,27,69,dev,hyperparathyroidism and jaw tumor syndrome,hyperparathyroidism
8954016,86,102,dev,renal hamartomas,kidney diseases|hamartoma
8954016,107,128,dev,cystic kidney disease,"kidney diseases, cystic"
8954016,186,202,dev,renal hamartomas,kidney diseases|hamartoma
8954016,204,253,dev,hereditary hyperparathyroidism-jaw tumor syndrome,hyperparathyroidism
8954016,255,261,dev,hyperparathyroidism-jaw tumor syndrome,hyperparathyroidism
8954016,269,295,dev,autosomal dominant disease,"genetic diseases, inborn"
8954016,413,428,dev,hyperparathyroidism-jaw tumor syndrome  syndrome,hyperparathyroidism
8954016,438,460,dev,adult renal hamartomas,"nephroblastomatosis, fetal ascites, macrosomia and wilms tumor"
8954016,464,485,dev,cystic kidney disease,"kidney diseases, cystic"
8954016,576,591,dev,hyperparathyroidism-jaw tumor syndrome  syndrome,hyperparathyroidism
8954016,614,627,dev,renal lesions,kidney neoplasms
8954016,690,693,dev,hyperparathyroidism tumor,hyperparathyroidism
8954016,698,700,dev,jaw tumor,jaw neoplasms
8954016,770,772,dev,jaw tumor,jaw neoplasms
8954016,865,890,dev,polycystic kidney disease,polycystic kidney diseases
8954016,1026,1037,dev,primary hyperparathyroidism tumor,"hyperparathyroidism, primary"
8954016,1211,1259,dev,multiple endocrine neoplasia types 1 and 2,multiple endocrine neoplasia
8954016,1438,1442,dev,multiple endocrine neoplasia type 1,multiple endocrine neoplasia type 1
8954016,1447,1451,dev,multiple endocrine neoplasia type 2,multiple endocrine neoplasia type 2a
8954016,1688,1704,dev,renal hamartomas,kidney diseases|hamartoma
8954016,1772,1781,dev,jaw tumor,jaw neoplasms
8954016,1788,1805,dev,parathyroid tumor,parathyroid neoplasms
8954016,1834,1850,dev,renal hamartomas,kidney diseases|hamartoma
8954016,2026,2031,dev,tumor,neoplasms
8956035,423,437,dev,glucose 6-phosphate dehydrogenase deficient,glucosephosphate dehydrogenase deficiency
8956035,475,481,dev,favism,favism
8956035,792,809,dev,enzyme deficiency,"metabolism, inborn errors"
8968716,120,145,dev,breast and ovarian cancer,breast neoplasms|ovarian neoplasms
8968716,341,347,dev,cancer,neoplasms
8968716,420,445,dev,breast and ovarian cancer,breast neoplasms|ovarian neoplasms
8968716,720,748,dev,breast and 79 ovarian cancer,breast neoplasms|ovarian neoplasms
8968716,921,954,dev,"breast, ovarian, or other cancers",breast neoplasms|ovarian neoplasms|neoplasms
8968716,1038,1044,dev,cancer,neoplasms
8968716,1094,1100,dev,cancer,neoplasms
8968716,1324,1337,dev,breast cancer,breast neoplasms
8968716,1369,1375,dev,cancer,neoplasms
8968716,1525,1551,dev,breast and ovarian cancers,breast neoplasms|ovarian neoplasms
8968760,0,21,dev,ataxia-telangiectasia,ataxia telangiectasia
8968760,100,128,dev,autosomal recessive disorder,"genetic diseases, inborn"
8968760,129,150,dev,ataxia-telangiectasia,ataxia telangiectasia
8968760,152,155,dev,a-t,ataxia telangiectasia
8968760,175,198,dev,cerebellar degeneration,spinocerebellar degenerations
8968760,200,216,dev,immunodeficiency,immunologic deficiency syndromes
8968760,221,242,dev,cancer predisposition,neoplasms
8968760,244,247,dev,a-t,ataxia telangiectasia
8968760,288,300,dev,cancer-prone,neoplasms
8968760,320,323,dev,a-t,ataxia telangiectasia
8968760,563,566,dev,a-t,ataxia telangiectasia
8968760,1095,1098,dev,a-t,ataxia telangiectasia
9012404,42,60,dev,male breast cancer,"breast neoplasms, male"
9012404,105,123,dev,male breast cancer,"breast neoplasms, male"
9012404,200,231,dev,inherited breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
9012404,307,335,dev,breast and/or ovarian cancer,hereditary breast and ovarian cancer syndrome
9012404,422,443,dev,breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
9012404,562,580,dev,male breast cancer,"breast neoplasms, male"
9012404,694,712,dev,male breast cancer,"breast neoplasms, male"
9012404,772,778,dev,cancer,neoplasms
9012404,797,811,dev,ovarian cancer,ovarian neoplasms
9012404,875,893,dev,male breast cancer,"breast neoplasms, male"
9012404,919,940,dev,breast/ovarian cancer,hereditary breast and ovarian cancer syndrome
9012409,20,63,dev,duarte and los angeles variant galactosemia,galactosemias
9012409,112,149,dev,duarte enzyme variant of galactosemia,galactosemias
9012409,1723,1749,dev,los angeles variant of galactosemia,galactosemias
9019400,11,16,dev,tumor,neoplasms
9019400,98,111,dev,breast cancer,breast neoplasms
9019400,258,275,dev,metastatic tumors,neoplasm metastasis
9019400,438,443,dev,tumor,neoplasms
9019400,503,516,dev,breast cancer,breast neoplasms
9019400,554,571,dev,breast carcinomas,breast neoplasms
9019400,749,756,dev,cancers,neoplasms
9019400,828,841,dev,breast cancer,breast neoplasms
9019400,912,925,dev,breast cancer,breast neoplasms
9020847,90,108,dev,myotonic dystrophy,myotonic dystrophy
9020847,110,112,dev,myotonic dystrophy,myotonic dystrophy
9020847,223,225,dev,myotonic dystrophy,myotonic dystrophy
9020847,728,730,dev,myotonic dystrophy,myotonic dystrophy
9028321,48,87,dev,autoimmune lymphoproliferative syndrome,autoimmune lymphoproliferative syndrome
9028321,444,483,dev,autoimmune lymphoproliferative syndrome,autoimmune lymphoproliferative syndrome
9028321,485,489,dev,autoimmune lymphoproliferative syndrome,autoimmune lymphoproliferative syndrome
9028321,586,590,dev,autoimmune lymphoproliferative syndrome,autoimmune lymphoproliferative syndrome
9028321,785,797,dev,splenomegaly,splenomegaly
9028321,802,817,dev,lymphadenopathy,lymphatic diseases
9028321,849,874,dev,autoimmune manifestations,autoimmune diseases
9050866,4,25,dev,ataxia-telangiectasia,ataxia telangiectasia
9050866,152,173,dev,ataxia-telangiectasia,ataxia telangiectasia
9050866,686,707,dev,ataxia-telangiectasia,ataxia telangiectasia
9050868,441,471,dev,type iv ehlers-danlos syndrome,ehlers-danlos syndrome
9050868,494,508,dev,aortic rupture,aortic rupture
9050868,1056,1086,dev,type iv ehlers-danlos syndrome,ehlers-danlos syndrome
9056547,102,130,dev,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
9056547,283,311,dev,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
9056547,313,316,dev,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
9056547,466,493,dev,x-linked spastic paraplegia,"spastic paraplegia 2, x-linked"
9056547,495,498,dev,spastic paraplegia,"spastic paraplegia 2, x-linked"
9056547,567,570,dev,pelizaeus-merzbacher disease,pelizaeus-merzbacher disease
9056547,647,656,dev,nystagmus,"nystagmus, congenital"
9056547,668,675,dev,tremors,tremor
9056547,691,709,dev,mental retardation,intellectual disability
9056547,744,752,dev,dementia,dementia
9056547,756,777,dev,personality disorders,personality disorders
9056547,1047,1069,dev,proteolipid protein associated disease,"pelizaeus-merzbacher disease|spastic paraplegia 2, x-linked"
9063749,44,69,dev,breast and ovarian cancer,breast neoplasms|ovarian neoplasms
9063749,140,153,dev,breast cancer,breast neoplasms
9063749,158,172,dev,ovarian cancer,ovarian neoplasms
9063749,380,393,dev,breast cancer,breast neoplasms
9063749,431,444,dev,breast cancer,breast neoplasms
9063749,763,788,dev,breast and ovarian cancer,breast neoplasms|ovarian neoplasms
9063749,1270,1294,dev,breast or ovarian cancer,breast neoplasms|ovarian neoplasms
9063749,1396,1409,dev,breast cancer,breast neoplasms
9063749,1559,1572,dev,breast cancer,breast neoplasms
9066888,0,16,dev,kniest dysplasia,kniest dysplasia
9066888,68,84,dev,kniest dysplasia,kniest dysplasia
9066888,97,113,dev,chondrodysplasia,osteochondrodysplasias
9066888,128,167,dev,defective formation of type ii collagen,collagen diseases
9066888,288,308,dev,severely handicapped,intellectual disability
9066888,314,327,dev,short stature,growth disorders
9066888,329,354,dev,restricted joint mobility,joint diseases
9066888,360,369,dev,blindness,blindness
9066888,661,677,dev,kniest dysplasia,kniest dysplasia
9069115,69,81,dev,alkaptonuria,alkaptonuria
9069115,1519,1531,dev,alkaptonuria,alkaptonuria
9069115,1679,1691,dev,alkaptonuria,alkaptonuria
9072974,68,102,dev,"brain, breast, and prostate cancer",brain neoplasms|breast neoplasms|prostatic neoplasms
9072974,202,207,dev,tumor,neoplasms
9072974,293,300,dev,cancers,neoplasms
9072974,376,388,dev,glioblastoma,glioblastoma
9072974,430,445,dev,prostate cancer,prostatic neoplasms
9072974,471,484,dev,breast cancer,breast neoplasms
