pmid,start,end,mention,set,concept,code
18410508,701,714,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18410508,914,927,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18417364,105,114,nystagmus,train,"nystagmus, pathologic","nystagmus, pathologic"
18417364,116,119,nicotine-induced nystagmus,train,"nystagmus, pathologic","nystagmus, pathologic"
18417364,17,26,nystagmus,train,"nystagmus, pathologic","nystagmus, pathologic"
18417364,210,213,nicotine-induced nystagmus,train,"nystagmus, pathologic","nystagmus, pathologic"
18417364,401,404,nicotine-induced nystagmus,train,"nystagmus, pathologic","nystagmus, pathologic"
18417364,525,528,nicotine-induced nystagmus,train,"nystagmus, pathologic","nystagmus, pathologic"
18422462,1129,1144,lactic acidosis,test,"acidosis, lactic","acidosis, lactic"
18422462,1201,1231,immune reconstitution syndrome,test,immune reconstitution inflammatory syndrome,immune reconstitution inflammatory syndrome
18422462,1346,1350,rash,test,exanthema,exanthema
18422462,1383,1404,peripheral neuropathy,test,peripheral nervous system diseases,peripheral nervous system diseases
18422462,1417,1423,anemia,test,anemia,anemia
18422462,1428,1437,hepatitis,test,drug-induced liver injury,drug-induced liver injury
18422462,1535,1545,toxicities,test,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
18422462,249,261,hiv-infected,test,hiv infections,hiv infections
18422462,326,338,hiv-infected,test,hiv infections,hiv infections
18422462,66,78,hiv-infected,test,hiv infections,hiv infections
18422462,737,741,rash,test,exanthema,exanthema
18422462,777,798,peripheral neuropathy,test,peripheral nervous system diseases,peripheral nervous system diseases
18422462,851,857,anemia,test,anemia,anemia
18422462,940,949,hepatitis,test,drug-induced liver injury,drug-induced liver injury
18422462,960,968,jaundice,test,jaundice,jaundice
18439803,110,117,seizure,train,seizures,seizures
18439803,1272,1279,seizure,train,seizures,seizures
18439803,1668,1675,seizure,train,seizures,seizures
18439803,544,551,seizure,train,seizures,seizures
18441470,202,229,atrioventricular block,dev,atrioventricular block,atrioventricular block
18441470,235,251,syncopal attacks,dev,syncope,syncope
18441470,419,435,syncopal attacks,dev,syncope,syncope
18441470,62,84,sinus node dysfunction,dev,sick sinus syndrome,sick sinus syndrome
18441470,9,31,atrioventricular block,dev,atrioventricular block,atrioventricular block
18442015,1064,1069,ulcer,train,ulcer,ulcer
18442015,1102,1117,atherosclerotic,train,atherosclerosis,atherosclerosis
18442015,1230,1245,atherosclerotic,train,atherosclerosis,atherosclerosis
18442015,1267,1273,ulcers,train,ulcer,ulcer
18442015,133,151,gastric hemorrhage,train,gastrointestinal hemorrhage,gastrointestinal hemorrhage
18442015,1509,1527,gastric hemorrhage,train,gastrointestinal hemorrhage,gastrointestinal hemorrhage
18442015,1535,1540,ulcer,train,ulcer,ulcer
18442015,1560,1575,atherosclerotic,train,atherosclerosis,atherosclerosis
18442015,1587,1598,hemorrhagic,train,gastrointestinal hemorrhage,gastrointestinal hemorrhage
18442015,1599,1604,ulcer,train,ulcer,ulcer
18442015,1707,1722,atherosclerosis,train,atherosclerosis,atherosclerosis
18442015,1737,1756,gastric hemorrhagic,train,gastrointestinal hemorrhage,gastrointestinal hemorrhage
18442015,1757,1762,ulcer,train,ulcer,ulcer
18442015,187,202,atherosclerotic,train,atherosclerosis,atherosclerosis
18442015,34,53,gastric hemorrhagic,train,gastrointestinal hemorrhage,gastrointestinal hemorrhage
18442015,412,430,gastric hemorrhage,train,gastrointestinal hemorrhage,gastrointestinal hemorrhage
18442015,435,440,ulcer,train,ulcer,ulcer
18442015,454,469,atherosclerosis,train,atherosclerosis,atherosclerosis
18442015,54,60,ulcers,train,ulcer,ulcer
18442015,586,591,ulcer,train,ulcer,ulcer
18442015,71,86,atherosclerotic,train,atherosclerosis,atherosclerosis
18442015,760,775,atherosclerosis,train,atherosclerosis,atherosclerosis
18450790,1071,1083,paresthesias,test,paresthesia,paresthesia
18450790,1092,1098,cramps,test,muscle cramp,muscle cramp
18450790,124,149,sensory axonal neuropathy,test,peripheral nervous system diseases,peripheral nervous system diseases
18450790,1295,1305,neurotoxic,test,neurotoxicity syndromes,neurotoxicity syndromes
18450790,1555,1565,neurotoxic,test,neurotoxicity syndromes,neurotoxicity syndromes
18450790,16,37,sensory neurotoxicity,test,peripheral nervous system diseases,peripheral nervous system diseases
18450790,335,364,cutaneous lupus erythematosus,test,"lupus erythematosus, cutaneous","lupus erythematosus, cutaneous"
18450790,366,369,cutaneous lupus erythematosus,test,"lupus erythematosus, cutaneous","lupus erythematosus, cutaneous"
18450790,435,445,neurotoxic,test,neurotoxicity syndromes,neurotoxicity syndromes
18450790,639,642,cutaneous lupus erythematosus,test,"lupus erythematosus, cutaneous","lupus erythematosus, cutaneous"
18464113,116,122,cancer,train,neoplasms,neoplasms
18464113,1254,1263,hepatitis,train,drug-induced liver injury,drug-induced liver injury
18464113,1311,1320,hepatitis,train,drug-induced liver injury,drug-induced liver injury
18464113,1366,1375,hepatitis,train,drug-induced liver injury,drug-induced liver injury
18464113,167,178,hepatitis b,train,hepatitis b,hepatitis b
18464113,1761,1767,cancer,train,neoplasms,neoplasms
18464113,229,242,liver disease,train,liver diseases,liver diseases
18464113,254,260,cancer,train,neoplasms,neoplasms
18464113,316,336,hepatic complication,train,liver diseases,liver diseases
18464113,33,44,hepatitis b,train,hepatitis b,hepatitis b
18464113,458,464,cancer,train,neoplasms,neoplasms
18464113,493,519,hematological malignancies,train,hematologic neoplasms,hematologic neoplasms
18464113,533,546,hepatitis b virus infection,train,hepatitis b,hepatitis b
18483878,145,153,cystitis,dev,cystitis,cystitis
18483878,1656,1676,bladder inflammation,dev,urinary bladder diseases,urinary bladder diseases
18483878,1801,1820,bladder dysfunction,dev,urinary bladder diseases,urinary bladder diseases
18483878,1843,1863,bladder inflammation,dev,urinary bladder diseases,urinary bladder diseases
18483878,405,413,cystitis,dev,cystitis,cystitis
18483878,563,571,cystitis,dev,cystitis,cystitis
18483878,766,774,cystitis,dev,cystitis,cystitis
1848636,637,648,hypokalemia,dev,hypokalemia,hypokalemia
18503483,273,286,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18503483,34,51,brachial neuritis,train,brachial plexus neuritis,brachial plexus neuritis
18503483,349,363,encephalopathy,train,brain diseases,brain diseases
18503483,365,374,headaches,train,headache,headache
18503483,376,384,seizures,train,seizures,seizures
18503483,389,410,neurological deficits,train,neurologic manifestations,neurologic manifestations
18503483,617,625,myelitis,train,myelitis,myelitis
18503483,636,653,brachial plexitis,train,brachial plexus neuritis,brachial plexus neuritis
18513945,1049,1060,hypotension,dev,hypotension,hypotension
18513945,1179,1185,stroke,dev,stroke,stroke
18513945,1305,1316,hypotension,dev,hypotension,hypotension
18513945,212,223,hypotension,dev,hypotension,hypotension
18513945,275,286,hypotension,dev,hypotension,hypotension
18513945,509,520,hypotension,dev,hypotension,hypotension
18513945,568,574,stroke,dev,stroke,stroke
18513945,600,611,hypotension,dev,hypotension,hypotension
18513945,666,676,blood loss,dev,postpartum hemorrhage,postpartum hemorrhage
18541230,1231,1249,nephrotic syndrome,dev,nephrotic syndrome,nephrotic syndrome
18541230,1324,1342,nephrotic syndrome,dev,nephrotic syndrome,nephrotic syndrome
18541230,218,227,nephrosis,dev,nephrosis,nephrosis
18541230,269,287,nephrotic syndrome,dev,nephrotic syndrome,nephrotic syndrome
18541230,528,555,hematological abnormalities,dev,hematologic diseases,hematologic diseases
18541230,591,608,renal dysfunction,dev,kidney diseases,kidney diseases
18541230,613,627,hyperlipidemia,dev,hyperlipidemias,hyperlipidemias
18541230,64,73,nephrosis,dev,nephrosis,nephrosis
18541230,696,708,renal damage,dev,kidney diseases,kidney diseases
18544179,1157,1190,postoperative nausea and vomiting,train,postoperative nausea and vomiting,postoperative nausea and vomiting
18544179,1304,1337,postoperative nausea and vomiting,train,postoperative nausea and vomiting,postoperative nausea and vomiting
18544179,1342,1348,nausea,train,nausea,nausea
18544179,1447,1453,nausea,train,nausea,nausea
18544179,1515,1519,pain,train,pain,pain
18544179,1703,1725,respiratory depression,train,respiratory insufficiency,respiratory insufficiency
18544179,1727,1738,hypotension,train,hypotension,hypotension
18544179,1743,1754,bradycardia,train,bradycardia,bradycardia
18544179,1792,1825,postoperative nausea and vomiting,train,postoperative nausea and vomiting,postoperative nausea and vomiting
18544179,1852,1870,postoperative pain,train,"pain, postoperative","pain, postoperative"
18544179,214,247,postoperative nausea and vomiting,train,postoperative nausea and vomiting,postoperative nausea and vomiting
18544179,26,32,nausea,train,nausea,nausea
18544179,37,45,vomiting,train,vomiting,vomiting
18544179,447,480,postoperative nausea and vomiting,train,postoperative nausea and vomiting,postoperative nausea and vomiting
18544179,485,489,pain,train,pain,pain
18544179,66,70,pain,train,pain,pain
18544179,791,824,postoperative nausea and vomiting,train,postoperative nausea and vomiting,postoperative nausea and vomiting
18544179,858,866,vomiting,train,vomiting,vomiting
18544179,893,899,nausea,train,nausea,nausea
18560792,0,22,valvular heart disease,train,heart valve diseases,heart valve diseases
18560792,1049,1069,mitral regurgitation,train,mitral valve insufficiency,mitral valve insufficiency
18560792,1119,1121,parkinson's disease,train,parkinson disease,parkinson disease
18560792,126,154,valvular heart abnormalities,train,heart valve diseases,heart valve diseases
18560792,1417,1439,valvular regurgitation,train,heart valve diseases,heart valve diseases
18560792,1534,1547,heart failure,train,heart failure,heart failure
18560792,1596,1618,valvular heart disease,train,heart valve diseases,heart valve diseases
18560792,1741,1754,heart failure,train,heart failure,heart failure
18560792,1857,1876,valve regurgitation,train,heart valve diseases,heart valve diseases
18560792,1880,1882,parkinson's disease,train,parkinson disease,parkinson disease
18560792,191,210,parkinson's disease,train,parkinson disease,parkinson disease
18560792,212,214,parkinson's disease,train,parkinson disease,parkinson disease
18560792,40,59,parkinson's disease,train,parkinson disease,parkinson disease
18560792,455,481,valvular heart abnormality,train,heart valve diseases,heart valve diseases
18560792,573,575,parkinson's disease,train,parkinson disease,parkinson disease
18560792,724,726,parkinson's disease,train,parkinson disease,parkinson disease
18560792,915,917,parkinson's disease,train,parkinson disease,parkinson disease
18560792,997,1017,aortic regurgitation,train,aortic valve insufficiency,aortic valve insufficiency
18589141,1149,1159,thrombosis,dev,thrombosis,thrombosis
18589141,1211,1214,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,1475,1495,platelet aggregation,dev,blood platelet disorders,blood platelet disorders
18589141,1551,1554,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,16,32,thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,1694,1697,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,1745,1748,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,219,229,thrombosis,dev,thrombosis,thrombosis
18589141,275,291,thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,293,296,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,424,427,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,505,508,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
18589141,857,860,heparin-induced thrombocytopenia,dev,thrombocytopenia,thrombocytopenia
1858969,14,26,encephalitis,test,encephalitis,encephalitis
1858969,206,216,filariasis,test,filariasis,filariasis
1858969,47,54,loiasis,test,loiasis,loiasis
1858969,802,814,encephalitis,test,encephalitis,encephalitis
1858969,835,849,microfilaremia,test,-1,NA
1858969,94,106,encephalitis,test,encephalitis,encephalitis
18619688,145,158,heart failure,train,heart failure,heart failure
18619688,1477,1482,death,train,death,death
18619688,1530,1543,heart failure,train,heart failure,heart failure
18619688,1634,1647,heart failure,train,heart failure,heart failure
18619688,315,328,heart failure,train,heart failure,heart failure
18619688,406,419,heart failure,train,heart failure,heart failure
18619688,44,49,death,train,death,death
18619688,501,514,heart failure,train,heart failure,heart failure
18619688,92,105,heart failure,train,heart failure,heart failure
18627295,1107,1121,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
18627295,12,26,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
18627295,1301,1315,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
18627295,190,201,cardiotoxic,dev,cardiotoxicity,cardiotoxicity
18627295,35,47,inflammation,dev,inflammation,inflammation
18627295,355,369,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
18627295,436,448,inflammation,dev,inflammation,inflammation
18627295,494,508,cardiomyopathy,dev,cardiomyopathies,cardiomyopathies
18627295,534,553,cardiac dysfunction,dev,heart diseases,heart diseases
18627295,725,742,cardiac apoptosis,dev,heart diseases,heart diseases
18627295,875,894,cardiac dysfunction,dev,heart diseases,heart diseases
18631865,24,35,proteinuria,train,proteinuria,proteinuria
18631865,286,315,chronic allograft nephropathy,train,"renal insufficiency, chronic","renal insufficiency, chronic"
18631865,325,336,proteinuria,train,proteinuria,proteinuria
18631865,473,484,proteinuria,train,proteinuria,proteinuria
18631865,600,611,proteinuria,train,proteinuria,proteinuria
18631865,764,782,glomerulosclerosis,train,glomerulonephritis,glomerulonephritis
18631865,987,998,proteinuria,train,proteinuria,proteinuria
18657397,1138,1159,epileptiform activity,dev,epilepsy,epilepsy
18657397,1296,1317,epileptiform activity,dev,epilepsy,epilepsy
18657397,1566,1576,epilepsies,dev,epilepsy,epilepsy
18657397,158,166,epilepsy,dev,epilepsy,epilepsy
18657397,269,290,epileptiform activity,dev,epilepsy,epilepsy
18657397,510,519,epileptic,dev,epilepsy,epilepsy
18657397,57,78,epileptiform activity,dev,epilepsy,epilepsy
18657397,733,754,epileptiform activity,dev,epilepsy,epilepsy
1867351,185,193,seizures,train,seizures,seizures
1867351,201,210,psychoses,train,"psychoses, substance-induced","psychoses, substance-induced"
1867351,212,228,anxiety neurosis,train,anxiety disorders,anxiety disorders
1867351,240,273,disturbances of sleep-wake rhythm,train,sleep disorders,sleep disorders
1867351,815,822,malaria,train,malaria,malaria
18674790,1170,1172,obese,dev,obesity,obesity
18674790,1215,1217,obese,dev,obesity,obesity
18674790,1573,1575,obese,dev,obesity,obesity
18674790,172,186,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
18674790,18,23,obese,dev,obesity,obesity
18674790,1887,1892,obese,dev,obesity,obesity
18674790,1943,1957,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
18674790,326,340,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
18674790,654,661,obesity,dev,obesity,obesity
18674790,73,87,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
18674790,737,751,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
18674790,857,871,cardiotoxicity,dev,cardiotoxicity,cardiotoxicity
18674790,873,892,cardiac dysfunction,dev,heart diseases,heart diseases
18674790,939,944,obese,dev,obesity,obesity
18674790,946,948,obese,dev,obesity,obesity
18674790,989,1014,renal or hepatic toxicity,dev,kidney diseases|drug-induced liver injury,kidney diseases|drug-induced liver injury
18703024,1205,1227,nutritional deficiency,train,malnutrition,malnutrition
18703024,1246,1259,schizophrenia,train,schizophrenia,schizophrenia
18703024,215,228,schizophrenia,train,schizophrenia,schizophrenia
18703024,390,403,schizophrenia,train,schizophrenia,schizophrenia
18703024,672,681,catalepsy,train,catalepsy,catalepsy
18726058,1426,1452,sensorineural hearing loss,train,"hearing loss, sensorineural","hearing loss, sensorineural"
18726058,149,158,vasospasm,train,"vasospasm, intracranial","vasospasm, intracranial"
18726058,1597,1606,vasospasm,train,"vasospasm, intracranial","vasospasm, intracranial"
18726058,1838,1881,adverse effect on the proximal eighth nerve,train,vestibulocochlear nerve diseases,vestibulocochlear nerve diseases
18726058,1918,1940,cranial nerve deficits,train,cranial nerve diseases,cranial nerve diseases
18726058,210,235,cranial nerve dysfunction,train,cranial nerve diseases,cranial nerve diseases
18726058,582,591,vasospasm,train,"vasospasm, intracranial","vasospasm, intracranial"
18726058,662,671,vasospasm,train,"vasospasm, intracranial","vasospasm, intracranial"
18752389,1099,1112,drug toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
18752389,1572,1586,hepatotoxicity,train,drug-induced liver injury,drug-induced liver injury
18752389,1669,1682,liver failure,train,liver failure,liver failure
18752389,1791,1805,hepatotoxicity,train,drug-induced liver injury,drug-induced liver injury
18752389,1924,1938,hepatotoxicity,train,drug-induced liver injury,drug-induced liver injury
18752389,250,261,hepatotoxic,train,drug-induced liver injury,drug-induced liver injury
18752389,30,45,hepatic failure,train,liver failure,liver failure
18752389,418,443,fulminant hepatic failure,train,"liver failure, acute","liver failure, acute"
18752389,694,708,hepatotoxicity,train,drug-induced liver injury,drug-induced liver injury
18752389,878,888,depression,train,depressive disorder,depressive disorder
18752389,939,953,hepatotoxicity,train,drug-induced liver injury,drug-induced liver injury
18754075,117,151,focal segmental glomerulosclerosis,train,"glomerulosclerosis, focal segmental","glomerulosclerosis, focal segmental"
18754075,185,203,nephrotic syndrome,train,nephrotic syndrome,nephrotic syndrome
18754075,211,245,focal segmental glomerulosclerosis,train,"glomerulosclerosis, focal segmental","glomerulosclerosis, focal segmental"
18754075,24,43,acute renal failure,train,acute kidney injury,acute kidney injury
18754075,513,532,acute renal failure,train,acute kidney injury,acute kidney injury
18754075,8,19,proteinuria,train,proteinuria,proteinuria
18754075,890,901,proteinuria,train,proteinuria,proteinuria
18754075,906,925,acute renal failure,train,acute kidney injury,acute kidney injury
18768591,108,119,nephropathy,train,kidney diseases,kidney diseases
18768591,1282,1293,weight gain,train,weight gain,weight gain
18768591,1392,1410,nephrotic syndrome,train,nephrotic syndrome,nephrotic syndrome
18768591,1521,1527,uremia,train,uremia,uremia
18768591,1674,1690,volume retention,train,urinary retention,urinary retention
18768591,172,188,volume retention,train,urinary retention,urinary retention
18768591,1729,1737,fibrosis,train,fibrosis,fibrosis
18768591,1758,1776,nephrotic syndrome,train,nephrotic syndrome,nephrotic syndrome
18768591,199,207,fibrosis,train,fibrosis,fibrosis
18768591,361,369,fibrosis,train,fibrosis,fibrosis
18768591,484,500,volume retention,train,urinary retention,urinary retention
18768591,505,513,fibrosis,train,fibrosis,fibrosis
18768591,521,539,nephrotic syndrome,train,nephrotic syndrome,nephrotic syndrome
18768591,68,86,nephrotic syndrome,train,nephrotic syndrome,nephrotic syndrome
18768591,746,757,proteinuria,train,proteinuria,proteinuria
18768591,852,870,nephrotic syndrome,train,nephrotic syndrome,nephrotic syndrome
18768591,876,883,ascites,train,ascites,ascites
18768591,885,894,lipidemia,train,hyperlipidemias,hyperlipidemias
18768591,900,915,hypoalbuminemia,train,hypoalbuminemia,hypoalbuminemia
18768591,974,983,nephrotic,train,nephrotic syndrome,nephrotic syndrome
18791946,1030,1046,thrombocytopenia,train,thrombocytopenia,thrombocytopenia
18791946,1051,1069,haemolytic anaemia,train,"anemia, hemolytic","anemia, hemolytic"
18791946,263,277,abdominal pain,train,abdominal pain,abdominal pain
18791946,28,46,haemolytic anaemia,train,"anemia, hemolytic","anemia, hemolytic"
18791946,282,290,jaundice,train,jaundice,jaundice
18791946,357,380,urinary tract infection,train,urinary tract infections,urinary tract infections
18791946,444,460,thrombocytopenia,train,thrombocytopenia,thrombocytopenia
18791946,465,475,haemolysis,train,hemolysis,hemolysis
18791946,513,522,petechiae,train,purpura,purpura
18791946,527,534,purpura,train,purpura,purpura
18791946,7,23,thrombocytopenia,train,thrombocytopenia,thrombocytopenia
18791946,758,770,haemorrhages,train,hemorrhage,hemorrhage
18791946,784,806,bone marrow depression,train,bone marrow diseases,bone marrow diseases
18791946,822,829,thrombi,train,thrombosis,thrombosis
18791946,842,859,microangiopathies,train,vascular diseases,vascular diseases
18801087,1157,1176,autoimmune diseases,test,autoimmune diseases,autoimmune diseases
18801087,1178,1193,viral hepatitis,test,"hepatitis, viral, human","hepatitis, viral, human"
18801087,1205,1214,neoplasms,test,neoplasms,neoplasms
18801087,1262,1291,membranous glomerulonephritis,test,"glomerulonephritis, membranous","glomerulonephritis, membranous"
18801087,1410,1426,pulmonary lesion,test,lung injury,lung injury
18801087,1433,1441,neoplasm,test,neoplasms,neoplasms
18801087,1498,1527,membranous glomerulonephritis,test,"glomerulonephritis, membranous","glomerulonephritis, membranous"
18801087,176,186,arrhythmic,test,"arrhythmias, cardiac","arrhythmias, cardiac"
18801087,19,33,pulmonary mass,test,lung injury,lung injury
18801087,213,224,tachycardia,test,tachycardia,tachycardia
18801087,312,334,valvular heart disease,test,heart valve diseases,heart valve diseases
18801087,365,374,lung mass,test,lung injury,lung injury
18801087,400,411,proteinuria,test,proteinuria,proteinuria
18801087,45,74,membranous glomerulonephritis,test,"glomerulonephritis, membranous","glomerulonephritis, membranous"
18801087,478,487,lung mass,test,lung injury,lung injury
18801087,515,526,lung cancer,test,lung neoplasms,lung neoplasms
18801087,865,876,hemosiderin,test,hemosiderosis,hemosiderosis
18801087,93,115,valvular heart disease,test,heart valve diseases,heart valve diseases
18801087,962,975,hemosiderotic,test,hemosiderosis,hemosiderosis
18808529,139,156,myocardial damage,dev,cardiomyopathies,cardiomyopathies
18808529,1665,1681,ischaemic injury,dev,ischemia,ischemia
18808529,231,242,hypotension,dev,hypotension,hypotension
18808529,247,271,myocardial hyperactivity,dev,cardiomyopathies,cardiomyopathies
18808529,81,98,myocardial injury,dev,cardiomyopathies,cardiomyopathies
18809400,1146,1159,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18809400,1195,1217,mitochondrial toxicity,train,mitochondrial diseases,mitochondrial diseases
18809400,1351,1373,mitochondrial toxicity,train,mitochondrial diseases,mitochondrial diseases
18809400,1440,1453,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18809400,1691,1716,peripheral nerve toxicity,train,peripheral nervous system diseases,peripheral nervous system diseases
18809400,199,212,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18809400,217,237,mitochondrial damage,train,mitochondrial diseases,mitochondrial diseases
18809400,263,294,toxic neurodegenerative cascade,train,nerve degeneration,nerve degeneration
18809400,27,47,mitochondrial damage,train,mitochondrial diseases,mitochondrial diseases
18809400,433,454,peripheral neuropathy,train,peripheral nervous system diseases,peripheral nervous system diseases
18809400,52,65,neurotoxicity,train,neurotoxicity syndromes,neurotoxicity syndromes
18809400,745,758,axonal damage,train,basal ganglia diseases,basal ganglia diseases
18809400,95,105,neuropathy,train,nervous system diseases,nervous system diseases
18809400,962,986,mitochondrial impairment,train,mitochondrial diseases,mitochondrial diseases
18821488,0,8,toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
18821488,1133,1147,hemoglobinuria,train,hemoglobinuria,hemoglobinuria
18821488,1306,1319,myoglobinuria,train,myoglobinuria,myoglobinuria
18821488,1428,1453,liver and kidney toxicity,train,drug-induced liver injury|kidney diseases,drug-induced liver injury|kidney diseases
18821488,1579,1587,toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
18821488,1666,1675,poisoning,train,poisoning,poisoning
18821488,1793,1801,toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
18821488,258,266,toxicity,train,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
18821488,332,341,poisoning,train,poisoning,poisoning
18821488,976,993,methemoglobinemia,train,methemoglobinemia,methemoglobinemia
188339,138,150,liver tumors,dev,liver neoplasms,liver neoplasms
188339,233,245,liver tumors,dev,liver neoplasms,liver neoplasms
188339,41,53,liver tumors,dev,liver neoplasms,liver neoplasms
188339,469,494,focal nodular hyperplasia,dev,focal nodular hyperplasia,focal nodular hyperplasia
188339,496,503,adenoma,dev,adenoma,adenoma
188339,505,514,hamartoma,dev,hamartoma,hamartoma
188339,520,528,hepatoma,dev,"carcinoma, hepatocellular","carcinoma, hepatocellular"
188339,665,672,rupture,dev,rupture,rupture
18945509,1058,1073,type 2 diabetes,test,"diabetes mellitus, type 2","diabetes mellitus, type 2"
18945509,1143,1146,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,201,224,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,226,229,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,268,283,type 2 diabetes,test,"diabetes mellitus, type 2","diabetes mellitus, type 2"
18945509,327,342,type 2 diabetic,test,"diabetes mellitus, type 2","diabetes mellitus, type 2"
18945509,373,376,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,455,458,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,475,483,diabetes,test,diabetes mellitus,diabetes mellitus
18945509,578,581,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,640,643,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,8,31,coronary artery disease,test,coronary artery disease,coronary artery disease
18945509,97,112,type 2 diabetes,test,"diabetes mellitus, type 2","diabetes mellitus, type 2"
18951540,1032,1042,dyskinesia,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,1243,1245,parkinson's disease,train,parkinson disease,parkinson disease
18951540,1405,1416,dyskinesias,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,1420,1422,parkinson's disease,train,parkinson disease,parkinson disease
18951540,287,298,dyskinesias,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,316,335,parkinson's disease,train,parkinson disease,parkinson disease
18951540,337,339,parkinson's disease,train,parkinson disease,parkinson disease
18951540,360,362,parkinson's disease,train,parkinson disease,parkinson disease
18951540,377,388,dyskinesias,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,66,77,dyskinesias,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,744,754,dyskinesia,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,81,100,parkinson's disease,train,parkinson disease,parkinson disease
18951540,845,855,dyskinesia,train,"dyskinesia, drug-induced","dyskinesia, drug-induced"
18951540,926,934,dystonia,train,dystonia,dystonia
18987260,1125,1143,glomerulosclerosis,test,glomerulonephritis,glomerulonephritis
18987260,1167,1178,proteinuria,test,proteinuria,proteinuria
18987260,1242,1260,glomerulosclerosis,test,glomerulonephritis,glomerulonephritis
18987260,1308,1315,atrophy,test,atrophy,atrophy
18987260,1320,1341,interstitial fibrosis,test,fibrosis,fibrosis
18987260,1365,1376,proteinuria,test,proteinuria,proteinuria
18987260,1381,1402,chronic renal failure,test,"kidney failure, chronic","kidney failure, chronic"
18987260,1421,1428,uraemia,test,uremia,uremia
18987260,1474,1485,nephropathy,test,kidney diseases,kidney diseases
18987260,1562,1569,atrophy,test,atrophy,atrophy
18987260,1601,1609,fibrosis,test,fibrosis,fibrosis
18987260,1617,1628,nephropathy,test,kidney diseases,kidney diseases
18987260,1698,1732,focal segmental glomerulosclerosis,test,"glomerulosclerosis, focal segmental","glomerulosclerosis, focal segmental"
18987260,1736,1759,end-stage renal disease,test,"kidney failure, chronic","kidney failure, chronic"
18987260,270,283,renal disease,test,kidney diseases,kidney diseases
18987260,313,325,hypertensive,test,hypertension,hypertension
18987260,34,45,nephropathy,test,kidney diseases,kidney diseases
18987260,359,370,nephropathy,test,kidney diseases,kidney diseases
18987260,63,75,hypertensive,test,hypertension,hypertension
1899352,1046,1055,hematuria,dev,hematuria,hematuria
1899352,1192,1201,hematuria,dev,hematuria,hematuria
1899352,507,516,hematuria,dev,hematuria,hematuria
1899352,586,595,hematuria,dev,hematuria,hematuria
1899352,652,660,toxicity,dev,drug-related side effects and adverse reactions,drug-related side effects and adverse reactions
1899352,662,671,confusion,dev,confusion,confusion
1899352,677,683,nausea,dev,nausea,nausea
1899352,701,711,leukopenia,dev,leukopenia,leukopenia
18996674,101,109,priapism,train,priapism,priapism
18996674,324,332,priapism,train,priapism,priapism
18996674,63,71,priapism,train,priapism,priapism
18997632,10,33,ventricular tachycardia,dev,"tachycardia, ventricular","tachycardia, ventricular"
